ETC_20150323_009652	#今結界を発動します。
SKILL_20160224_006260	#キャラクターの地属性スキル攻撃力が強くなります。
SKILL_20160224_006261	#キャラクターの神聖属性スキル攻撃力が強くなります。
SKILL_20160224_006262	#キャラクターの闇属性スキル攻撃力が強くなります。
SKILL_20160224_006263	#キャラクターの突き属性スキル防御力が強くなります。
SKILL_20160224_006264	#キャラクターの斬り属性スキル防御力が強くなります。
SKILL_20160224_006265	#キャラクターのパンチ属性スキル防御力が強くなります。
SKILL_20160224_006266	#キャラクターのミサイル属性スキル防御力が強くなります。
SKILL_20160224_006267	#キャラクターの火属性スキル防御力が強くなります。
SKILL_20160224_006268	#キャラクターの氷属性スキル防御力が強くなります。
SKILL_20160224_006269	#キャラクターの毒属性スキル防御力が強くなります。
SKILL_20160224_006270	#キャラクターの電気特性スキル防御力が強くなります。
SKILL_20160224_006271	#キャラクターの地属性スキル防御力が強くなります。
SKILL_20160224_006272	#キャラクターの神聖属性のスキル防御力が強くなります。
SKILL_20160224_006273	#キャラクターの闇属性スキル防御力が強くなります。
SKILL_20160224_006274	#移動速度、物理攻撃力、魔法防御力増加
SKILL_20160224_006275	#インスタンスダンジョンパーティー経験値獲得量増加
SKILL_20160224_006276	#インスタンスダンジョンの自動マッチング経験値獲得量増加
SKILL_20160224_006277	# - 特性スキル2つの同時修練可能{nl}  - マーケット販売手数料の減少(30%{img white_right_arrow 16 16} 10%){nl}  - マーケット販売登録アイテム数5個{nl}  - キャラクターの移動速度+3 {nl }  - 個人取引回数30回
SKILL_20160224_006278	#最大バフ数の増加
SKILL_20160224_006279	#キャラクターが受けることができる最大バフ数が1増加します。
SKILL_20160224_006280	#スウォッシュバックルリング：最大HP
SKILL_20160224_006281	#スキル[スウォッシュバックリング]が有効になっている間にキャラクターの最大HPが特性レベルごとに5%増加します。
SKILL_20160224_006282	#ランゴガルト：強化
SKILL_20160224_006283	#敵に覆われた[ランゴガルト]のダメージが特徴レベルごとに1%増加します。
SKILL_20160224_006284	#スキル[ランゴガルト]で敵の攻撃をブロックする確率が特徴レベルごとに5%増加し、ブロックに成功した場合に少ない3秒間[沈黙]状態に陥ります。
SKILL_20160224_006285	#スキル[スウォッシュバックリング]使用時、パーティーメンバーにバフを付与します。
SKILL_20160224_006286	#タージスマッシュ：ノックバック削除
SKILL_20160224_006287	#スキル[乗らスマッシュ]は、もはや敵押されません。 (その属性がONの場合、無条件に押されて出ません。)
SKILL_20160224_006288	#スキル[サイズを大きく]にかかったモンスターは移動速度が特性レベルごとに15%減少して、物理、魔法攻撃力が特徴のレベルごとに20%増加します。 (キャラクターには効果が適用されません。)
SKILL_20160224_006289	#スキル[サイズを小さく]にかかったモンスターは移動速度が特性レベルごとに10%増加して、物理、魔法攻撃力が特徴のレベルごとに25%減少します。 (キャラクターには効果が適用されません。)
SKILL_20160224_006290	#ルーンキャスタースキル使用直後の特性レベルごとに1%の確率で[クイックキャスト]の効果を受けます。自分の[クイックキャスト]スキルレベルに応じて、効果が決定されるが、もし[クイックキャスト]を習得していなければ1レベルの効果を受ける代わりに、持続時間が短く適用されます。
SKILL_20160224_006291	#[氷のルーン]効果が有効にしているとき敵に基本的な攻撃時の特性レベルごとに5%の確率で4秒間、移動速度が70%減少します。
SKILL_20160224_006292	#[巨人のルーン]効果で巨人化された仲間は、[使用者の体力ステータスの20%]×[特性レベルごとに60]ほどの数値がHPに追加されます。
SKILL_20160224_006293	#スウィフトステップ：パーティーメンバーを含む
SKILL_20160224_006295	#スキル[ハイアンカリング]に襲撃されたことは、5秒間クリティカル抵抗が特性レベルごとに3減少します。
SKILL_20160224_006296	#スキル[ラピッドファイア]に襲撃されたことは、50%の確率で特性レベルごとに3秒間クリティカル抵抗がゼロになります。
SKILL_20160224_006297	#クレイモア：空中型対応
SKILL_20160224_006298	#公衆型モンスターにスキル[クレイモア]で攻撃時の特性レベルごとに10%の追加ダメージを与えます。
SKILL_20160224_006299	#デートネイトトラップ：空中型対応
SKILL_20160224_006300	#公衆型モンスターにスキル[デトネイトトラップ]で攻撃時の特性レベルごとに50%の追加ダメージを与えます。
SKILL_20160224_006301	#甲信越：強化
SKILL_20160224_006302	#敵に覆われた[甲信越]のダメージが特徴レベルごとに1%増加します。
SKILL_20160224_006303	#スネチン：強化
SKILL_20160224_006304	#敵に覆われた[スネチン]のダメージが特徴レベルごとに1%増加します。
SKILL_20160224_006305	#ラッシュ毒：強化
SKILL_20160224_006306	#敵に覆われた[ラッシュ毒]のダメージが特徴レベルごとに1%増加します。
SKILL_20160224_006307	#リトリーブ：強化
SKILL_20160224_006308	#敵に覆われた[リトリーブ]のダメージが特徴レベルごとに1%増加します。
SKILL_20160224_006309	#チュウィシ：毒強化
SKILL_20160224_006310	#敵に覆われた[チュウィシ]の毒ダメージが特徴レベルごとに2増加します。
SKILL_20160224_006311	#オ発表：毒強化
SKILL_20160224_006312	#敵に覆われた[オー発表]の毒ダメージが特徴レベルごとに2増加します。
SKILL_20160224_006313	#[呼ぶ]に戻ってくる枚50%の確率でこまごまとしたアイテムを聞いてきます。
SKILL_20160224_006314	#ヘッドショット：強化
SKILL_20160224_006315	#ヘッドショット：スターン
SKILL_20160224_006316	#スキル[ヘッドショット]に襲撃されたことの特性レベルごとに2.5%の確率で3秒間スタンにかかる。
SKILL_20160224_006317	#スナイプ：スターン
SKILL_20160224_006318	#スキル[スナイプ]に襲撃されたことの特性レベルごとに3.5%の確率で3秒間スタンにかかる。
SKILL_20160224_006319	#セーフティゾーン：防御回数
SKILL_20160224_006320	#スキル[セーフティゾーン]の防御回数が特徴レベルごとに1増加します。
SKILL_20160224_006321	#エキソサイズ：持続時間
SKILL_20160224_006322	#スキル[エキソサイズ]の魔法陣持続時間が特性レベルごとに1秒増加します。
SKILL_20160224_006323	#クラス5ランク必要
SKILL_20160224_006324	#ルーンキャスター1サークル必要
SKILL_20160224_006325	#ウィザード1サークル必要
SKILL_20160310_006326	#攻撃力#{SkillAtkAdd}#{nl}の特性攻撃力#{CaptionTime}#%{nl}対象#{CaptionRatio}#{nl} 1秒あたりのSP#{CaptionRatio2}#%消費
SKILL_20160310_006327	#攻撃力#{SkillAtkAdd}#{nl}の特性攻撃力#{CaptionRatio2}#%{nl}対象#{CaptionRatio}#{nl} 1秒当たりSP 2%の消費{nl}最大持続時間10秒
SKILL_20160310_006328	#敵の攻撃を受け止める直立盾をインストールします。攻撃対象がない少ないパビスを優先攻撃対象として認識されます。
SKILL_20160310_006329	#攻撃力#{SkillAtkAdd}#{nl}攻撃#{CaptionRatio}#回の防衛{nl}パビス持続時間#{CaptionTime}#秒
SKILL_20160310_006330	#敵のレベル#{CaptionRatio}#追加削減{nl}持続時間#{CaptionRatio2}#秒
SKILL_20160310_006331	#空中に縛られている状態です。
SKILL_20160310_006332	#スウォッシュバックルリング：ギョクヤン
SKILL_20160310_006333	#グラビティポール：強化
SKILL_20160310_006334	#敵に覆われた[重力ポール]のダメージが特徴レベルごとに1%増加します。
SKILL_20160310_006335	#スキル[スウィフトステップ]の効果がパーティーメンバーにも適用されます。 (その属性がONの場合、無条件にパーティーメンバーに効果を付与します。)
SKILL_20160310_006336	#スキル[クロスファイア]の爆発攻撃で攻撃されたことの特性レベルごとに10%の確率で6秒間[炎]になります。炎ダメージはキャラクターの物理攻撃力に比例します。
UI_20150807_001772	#{@st41b}詳細を見る{img red_down_arrow 16 16}
UI_20150918_001775	#キャンプ保持時間
UI_20150918_001776	#効果
UI_20150918_001777	#更新時のキャンプ保持時間が増加され、{nl}%sシルバーが消費されます。
UI_20150918_001778	#個人倉庫
UI_20150918_001779	#{@st41b}タイプ：{@sti7}%s {/}
UI_20150918_001780	#{@st41b}操作の難易度：{@sti7}%s {/}
UI_20150918_001781	#このプレーヤーが良い{#ffff00} {ol}%s {/}
UI_20150918_001782	#{@st43}インスタンスダンジョン
UI_20150918_001783	#{@st41}の位置を確認し
UI_20150918_001788	#{img silver 20 20}受ける価格
UI_20150918_001789	#周辺パーティー情報
UI_20150918_001790	#必要破片：%s件
UI_20150918_001791	#{@st66b}を空にする
UI_20150918_001793	#{@sti9}%s {@st66b}との親密度：{@sti9}%s {@st66b}レベル{/}
UI_20150918_001794	#親密度
UI_20150918_001795	#{@st41b}製作アイテムの材料獲得！
UI_20150918_001796	#{@st66b} {s20}は、{/} {s20} {#cc6600} {ol}戦闘不能{/} {@st66b} {s20}の状態になりました！{/}
UI_20150918_001797	#{@st66b}近い復活地点で復活する{/}
UI_20150918_001799	#{@st66b}フィールドに復帰する{/}
UI_20150918_001800	#{@st66b}クエスト放棄した後、再起動する{/}
UI_20150918_001801	#{@st66b}再挑戦{/}
UI_20150918_001802	#{@st66b}私販売したアイテム{/}
UI_20150918_001804	#総取引不可：%s件
UI_20150918_001806	#{@st66b}パーティーメンバーのほか料理を提供{/}
UI_20150918_001808	#{@sti9}My Rank{/}
UI_20151001_001811	#{@st43}キー設定{/}
UI_20151001_001812	#{@st45tw2}カテゴリー{/}
UI_20151001_001813	#アクション
UI_20151001_001814	#デフォルトの復元
UI_20151016_001815	#{@st59}選択されたアイテムがロック状態になります。{/}
UI_20151016_001816	#{@st59}プレビューで見て宿のテーマを変更することができます。
UI_20151016_001817	#定員%s人{/}
UI_20151016_001818	#{@st42b}プレビュー
UI_20151016_001819	#{@st42b}戻る
UI_20151016_001820	#{@st42b}購入
UI_20151016_001821	#{@st42b}適用
UI_20151016_001822	#ギルド名の紹介文
UI_20151016_001823	#チーム名
UI_20151016_001824	#職責
UI_20151016_001825	#お知らせ
UI_20151022_001826	#{@st41}サーバー入場待機中
UI_20151022_001827	#{#000000} {s18}サーバー人員が完全入場待機中です。
UI_20151022_001828	#{@st66b18}現在の順位：%s
UI_20151022_001829	#{@st66b}他のキャラクターのエフェクトを見る
UI_20151102_001830	#NXP
UI_20151224_001831	#{@st41b}変更{s18}(TP 100必要){/}
UI_20151224_001832	#消費数
UI_20151224_001833	#保有数
UI_20151224_001834	#{@st43}注文販売店{/}
UI_20151224_001835	#{@st59}注文販売店を閉じます{/}
UI_20151224_001836	#{@st43}注文販売店
UI_20151224_001837	#注文販売店
UI_20151224_001838	#{@st59}注文販売店を閉じます。
UI_20151224_001839	#{@st59}注文販売店{nl}  - シルバーを支払って、そのプレイヤーにバフスキルを得ることができます。
UI_20151224_001840	#{@st41b}建設
UI_20151224_001841	#{@st41b}消費材料とコスト
UI_20151224_001842	#{@st66b}ベースキャンプ
UI_20151224_001843	#{@st66b}記録
UI_20151224_001844	#足数
UI_20151224_001845	#{@st41}確認
UI_20151224_001846	#{@st42}使用{/}
UI_20151224_001847	#{@st66b18}※購入に使用されたTPは返金されません。{/}
UI_20151224_001848	#{@st59}ギルド(/ g発言){/}
UI_20151224_001849	#{@st59}ギルド(/ g発言){/}
UI_20151224_001850	#{@st42}文字サイズ
UI_20151224_001851	#{@st66b}情報
UI_20151224_001852	#像HP
UI_20151224_001853	#ラウンド
UI_20151224_001854	#プレーヤー
UI_20151224_001855	#味方
UI_20151224_001856	#敵
UI_20151224_001857	#{@st66b}調理
UI_20151224_001858	#{@st66b}食べ物
UI_20151224_001859	#{@st66b}リスト
UI_20151224_001860	#{@st66b}管理
UI_20151224_001861	#{@st59}ギルドを閉じます{/}
UI_20151224_001862	#{@st43}ギルド{/}
UI_20151224_001868	#{@st43}ギルド成長{/}
UI_20151224_001869	#チャンネル/場所
UI_20151224_001870	#召喚
UI_20151224_001871	#ギルドに行く
UI_20151224_001872	#トップ
UI_20151224_001873	#{@st43}履歴{/}
UI_20151224_001874	#{@st59}履歴情報を閉じます。{/}
UI_20151224_001875	#{@st45tw2}アイテム{/}
UI_20151224_001876	#{@st45tw2}変動値{/}
UI_20151224_001877	#{@st45tw2}時間{/}
UI_20151224_001878	#{@st45tw2}回復{/}
UI_20151224_001879	#{@st66b}ダンジョン{/}
UI_20151224_001881	#{@st66b18}入場回数{/}
UI_20151224_001882	#{@st45tw2}名称{/}
UI_20151224_001883	#{@st45tw2}入場レベル{/}
UI_20151224_001884	#検索時間：
UI_20151224_001885	#{@st59}の地図を拡大し{/}
UI_20151224_001886	#{@st59}の地図を縮小し{/}
UI_20151224_001887	#{@st59}最後のワープ地域を表示します{/}
UI_20151224_001888	#{@st59}現在位置を表示します{/}
UI_20151224_001889	#{@st59}ヘアコスチューム3 {/}
UI_20151224_001890	#{@st59}ヘア{/}
UI_20151224_001891	#{@st41b}キャンセル
UI_20151224_001892	#{@st41b}確認
UI_20151224_001893	#{@st66b}焙煎{/}
UI_20151224_001894	#{@st66b}記録{/}
UI_20151224_001895	#残りの数
UI_20151224_001896	#{@st66b}手入れ{/}
UI_20151224_001897	#{@st66b}修理{/}
UI_20151224_001898	#{@st41}スキルレベル
UI_20151224_001899	#{@st41}富材料
UI_20151224_001900	#{@st66b}ヘルパーを残す(TP%s個必要){/}
UI_20151224_001901	#{@st66b}全体の地図{/}
UI_20151224_001902	#{@st59}全体の地図を開きます{/}
UI_20151224_001903	#{ol}メッセージ
UI_20151224_001904	#{@st66b18}アイテム受領する
UI_20151224_001905	#{@st66b18}販売登録
UI_20151224_001906	#{@st66b18}販売中のアイテム
UI_20151224_001907	#{@st45tw2}レベル{/}
UI_20151224_001908	#{@st45tw2}単価{/}
UI_20151224_001909	#{@st45tw2}購入数{/}
UI_20151224_001910	#{@st45tw2}合計金額{/}
UI_20151224_001911	#{@st42}詳細オプション{/}
UI_20151224_001912	#{@st65}レベル{/}
UI_20151224_001913	#{@st65}強化数値{/}
UI_20151224_001914	#{@st59}入力した名前と作成されたオプションでの検索します{/}
UI_20151224_001915	#{@st65}価格が安い価格{/}
UI_20151224_001916	#{@st65}高い順{/}
UI_20151224_001917	#{@st45tw2}数{/}
UI_20151224_001919	#{@st66b}販売登録時と手数料{/}
UI_20151224_001920	#{@st66}トークンアイテムを除く販売アイテムの{nl}精算されたシルバーは、48時間後に受領することができます。{/}
UI_20151224_001921	#{@st45tw2}締切{/}
UI_20151224_001922	#{@st45tw2}販売完了時に手数料{/}
UI_20151224_001923	#{@st45tw2}総額{/}
UI_20151224_001924	#上限値{/}
UI_20151224_001925	#下値{/}
UI_20151224_001926	#{@st66}サブ相場{/}
UI_20151224_001927	#{@st66}親相場{/}
UI_20151224_001928	#%s(%sチャンネル)
UI_20151224_001929	#破片の数
UI_20151224_001930	#{@st66b}を展開される
UI_20151224_001931	#{@st66b}献呈さ
UI_20151224_001932	#{@st66b}構成{/}
UI_20151224_001933	#{@st66b}パーティーイベント{/}
UI_20151224_001934	#{@st66b}設定{/}
UI_20151224_001935	#{@st42b}保存{/}
UI_20151224_001936	#{@st41}パーティー名説明{/}
UI_20151224_001937	#周辺パーティーの情報を表示
UI_20151224_001938	#オープンハウスのリストに登録
UI_20151224_001939	#レベル差
UI_20151224_001940	#パーティーメンバー推薦機能を使用
UI_20151224_001941	#{@st66b}パーティーに招待タグを挿入
UI_20151224_001942	#競争ミッション
UI_20151224_001943	#単位
UI_20151224_001944	#{@st41b}登録
UI_20151224_001945	#{@st66b}オープンハウスリスト{/}
UI_20151224_001946	#{@st66b}推薦選手リスト{/}
UI_20151224_001947	#寿命
UI_20151224_001948	#{@st43}メッセージボックス
UI_20151224_001949	#{@st66b}全体
UI_20151224_001950	#{@st66b}未読メッセージ
UI_20151224_001951	#{@st59b}クエスト{nl} {@st59s}  - クエスト獲得時クエスト指令ウィンドウに登録{nl}  - メインクエストは黄色、サブクエストは、青色表示{nl}  - キャラクターの足の下の矢印でクエストの場所を表示{ nl}  - クエスト完了時、クエスト指令ウィンドウに戻るアイコンを表示{nl}(バックスペースやマウスクリックで完了NPCに瞬間移動){nl}  - クエスト指令ウィンドウに登録/解除時にクエストの名前の前のチェックの選択{/}
UI_20151224_001952	#{@st66b}進行{/}
UI_20151224_001953	#{@st66b}放棄{/}
UI_20151224_001954	#{@st66b}ソウルクリスタルを使って復活する{/}
UI_20151224_001955	#{@st59b}店{nl} {@st59s}  - アイテムを複数の販売/購入するには、[Shift] +右クリックし、数を入力{nl}  - アイテムを全量販売し、マウスのダブル右クリックで利用{/}
UI_20151224_001956	#製作数
UI_20151224_001958	#%sアイテムを使用しますか？{/}
UI_20151224_001961	#{@st59b}クラス{nl} {@st59s}  - クラスのサークルを成長させて、そのクラスのスキルを習得{nl}  -  1次職業で2次職業に転職した場合、3つのクラスを選択可能{nl}  - 同じ職業的に合計3回まで転職可能{nl}  - 同じクラスも選択可能{nl} {@st59b}スキル{nl} {@st59s}  - 各ランク別スキルは最大5レベルの増加が可能{nl}  - マスターに学んだ特性は、スキルの下部で確認可能{/}
UI_20151224_001962	#{@st66b}情報{/}
UI_20151224_001963	#{@st66b}業績{/}
UI_20151224_001964	#{@st66b}キャラクター設定{/}
UI_20151224_001965	#{@st59}コレクション(F11){/}
UI_20151224_001966	#{@st66b}キー設定
UI_20151224_001967	#{@st42}使用期間：%s {/}
UI_20151224_001968	#使用した%sインベントリから消えて{nl}%sの間、現在%sにのみ適用されます。{/}
UI_20151224_001969	#使用した%sインベントリから{nl}消えて、現在%sにのみ適用されます。{/}
UI_20151224_001971	#{@st59} TP SHOPを閉じます{/}
UI_20151224_001972	#{@st43}{s18}プレビューと購入
UI_20151224_001973	#プレビュー
UI_20151224_001974	#着用アイテムTP
UI_20151224_001975	#{@st49}このまま購入する{/}
UI_20151224_001976	#カート
UI_20151224_001977	#保有しているTP
UI_20151224_001978	#カートTP
UI_20151224_001979	#残りのTP
UI_20151224_001980	#{@st49}購入確定{/}
UI_20151224_001981	#{@st66b}倉庫拡張
UI_20151224_001982	#{@st59}倉庫を拡張します{/}
UI_20151224_001983	#{@st42b}地域{/}
UI_20151224_001984	#{@st59}の地図を開きます{/}
UI_20151224_001985	#{ol}数
UI_20151224_001986	#{@st43}チーム名の変更{/}
UI_20151224_001987	#{@st59}チーム名を変更します{/}
UI_20151224_001988	#{@st59}チーム名の変更をキャンセルします{/}
UI_20151224_001989	#{@st66b18}チーム名の変更{/}
UI_20151224_001990	#{@st66b18}宿泊施設の変更{/}
UI_20151224_001991	#{@st66}※チーム名の変更時に150TPが消費されます。{/}
UI_20151224_001992	#{@st59}ご希望の名前を入力してください{/}
UI_20151224_001993	#{@st41b}無料TP {/}
UI_20151224_001994	#{@st59}宿泊施設飾るを閉じます{/}
UI_20151224_001995	#{@st43}宿泊施設飾る{/}
UI_20151224_001996	#{@st41b}宿泊施設訪問{/}
UI_20151224_001997	#{@st59}他の宿泊施設を訪問します。{/}
UI_20151224_001998	#{@st41b}メッセージ{/}
UI_20151224_001999	#{@st59}メッセージであることを開きます{/}
UI_20151224_002000	#{@st42}キャラクター{/}
UI_20151224_002001	#{@st42}無料TP {/}
UI_20151224_002002	#{@st42}イベントTP {/}
UI_20151224_002003	#{@st41b}クレジット{/}
UI_20151224_002004	#{@st59}クレジット{/}
UI_20151224_002005	#{@st42}プロデューサー兼ディレクター{/} {nl} {@st41b} {s22}ギムセヨン{nl} {nl} {@st42}アートディレクター{nl} {@st41b} {s22}安定ウォン{nl} {nl } {@st42}アート디자이너{nl}{@st41b}{s22}김민아{nl}성혜진{nl}강민경{nl}박준혁{nl}배진영{nl}신효선{nl}박세희{nl} {nl} {@st42}責任プログラマ{nl} {@st41b} {s22}シンサンヒョプ{nl} {nl} {@st42}選任プログラマ{nl} {@st41b} {s22}チョン{nl} {nl}{@st42}프로그래머{nl}{@st41b}{s22}최영{nl}한성배{nl}김보라{nl}이용균{nl}김민규{/}
UI_20151224_002006	#{@st42}戦闘企画{nl} {@st41b} {s22}チェギラク{nl}ギムピョンジク{nl}ギムヒョンイル{nl} {nl} {@st42}レベルデザイナー{nl} {@st41b} {s22}と紅石{ nl} {nl} {@st42}演出監督{nl} {@st41b} {s22}イスンジョ{nl} {nl} {@st42}リードアニメーター{nl} {@st41b} {s22}イ・スジン{nl} {nl}{@st42}애니메이터{nl}{@st41b}{s22}명승현{nl}박민우{nl}김수경{nl}신동진{nl}김미진{nl} {nl} {@st42}エフェクト/ SFX {nl} {@st41b} {s22}チョン・ヘジン{nl} {nl} {@st42}キャラクターデザイナー{nl} {@st41b} {s22}バクジエ{nl}ファンジュンウォン{nl }イスボム{nl}ギムダムが{/}
UI_20151224_002007	#{@st42}背景画像디자이너{nl}{@st41b}{s22}장세명{nl}(주)렌더링{nl}이윤선{nl}강동호{nl}이남진{nl}연유경{nl}장용덕{nl}이현정{nl} {nl} {@st42}コンテンツ企画マネージャー{nl} {@st41b} {s22}イチョンス{nl} {nl} {@st42}コンテンツ기획자{nl}{@st41b}{s22}손우정{nl}이원종{nl}정현진{nl}문지현{nl}김정수{nl}최동훈{nl}진승영{nl}이긴이{nl}문종욱{nl} {nl} {@st42}シナリオライター{nl} {@st41b} {s22}ギムセヨン{nl} {nl} {@st42}設定監修{nl} {@st41b} {s22}マルチナス{nl}クリスティーナ{/ }
UI_20151224_002008	#{@st42}音響監督{nl} {@st41b} {s22}グァクドンイル{nl} {nl} {@st42}シニアサウンドデザイナー{nl} {@st41b} {s22}ジョンヒロック{nl} {nl} {@st42}サウンドデザイナー{nl} {@st41b} {s22}バクソンテ{nl} {nl} {@st42} UX / UIマネージャ{nl} {@st41b} {s22}イギルヨン{nl} {nl} {@st42} UIデザイナー{nl} {@st41b} {s22}ソジュヨン{nl} {nl} {@st42}データベース{nl} {@st41b} {s22}ハンマンジュ{nl} {nl} {@st42} QAマネージャ{nl } {@st41b} {s22}キム・ヨンヒョン{nl} {nl}{@st42}QA{nl}{@st41b}{s22}안용현{nl}박은영{nl}노만철{nl}이은영{nl}임예빈{nl}장재순{nl}박지수{/}
UI_20151224_002009	#{@st42}運営本部長{nl} {@st41b} {s22}新武進{nl} {nl} {@st42}海外現地{nl} {@st41b} {s22}シンジョンホ{nl}ビョンソンフム{nl}氏名線{nl}キム・ジュンヨン{nl} {nl} {@st42}技術サポート{nl} {@st41b} {s22}キム・ガンウ{nl}イワンジェ{nl}イソンヨン{nl}パク・ソンギ{/}
UI_20151224_002010	#開始都市を選択
UI_20151224_002011	#{@st44}クライアントクライペダ
UI_20151224_002012	#{@st59s}修正鉱山を中心に発展した鉱山の町、{nl}神獣の日に最もわずかな被害を受けた。{/}
UI_20151224_002013	#{@st44}ヴォルシャ
UI_20151224_002014	#{@st59s}神獣の日に巨大な城に頼って災いを防いでみようしたが、{nl}災害は、その城さえも飲み込んでしまった。{/}
UI_20151224_002015	#{@st59}私の宿泊施設に戻ります。{/}
UI_20151224_002016	#{@st43} {s24}宿泊施設名{/}
UI_20151224_002017	#{@st59}宿泊施設名{/}
UI_20151224_002018	#{@st59}宿泊施設の設定{/}
UI_20151224_002019	#{@st42}の初期化回数
UI_20151224_002020	#{@st41}メッセージ
UI_20151224_002021	#{@st59}クエスト代謝を読む{/}
UI_20151224_002022	#{@st59}クエスト放棄{/}
UI_20151224_002023	#{@st49}プレビュー{/}
UI_20151224_002024	#{@st49}追加{/}
UI_20151224_002025	#%sさんが%sを召し上がった
UI_20151224_002026	#残りの数
UI_20151224_002027	#残り数：%s {/}
UI_20151224_002028	#{@st41}購入{/}
UI_20151224_002029	#{@st45tw2}スコア{/}
UI_20151224_002030	#名前昇順{/}
UI_20151224_002031	#名前降順{/}
UI_20151224_002032	#最近日付{/}
UI_20151224_002033	#{@st42}トークン利点{/}
UI_20151224_002034	#{@st66b}看板の名前を変更
UI_20151224_002035	#{@st41b}食べる
UI_20151224_002036	#{@st41b}数
UI_20151224_002037	#キャッシュ定員%s人{/}
UI_20151224_002038	#接続人数のみを表示
UI_20151224_002039	#アジトの立場
UI_20151224_002040	#ギルドメンバーのみ入場
UI_20151224_002041	#戦争は完全
UI_20151224_002042	#戦争ギルドリスト
UI_20151224_002043	#残り戦争の時間
UI_20151224_002044	#タワー保有リスト
UI_20151224_002045	#ギルド成長
UI_20151224_002046	#寄与度ランク
UI_20151224_002047	#ギルドスキルと情報
UI_20151224_002048	#{@st42}%s特典適用{/}
UI_20151224_002049	#メリット
UI_20160224_002050	#チーム倉庫
UI_20160224_002051	#{@st59}チーム倉庫を閉じます{/}
UI_20160224_002052	#取引可能なアイテムのみを保持することができ、ポテンシャル1が減少します。{nl}チーム倉庫からアイテムを取り出すときは、アイテムの数に関係なく、取引可能回数が1減算されます。
UI_20160224_002053	#アイテムの受領
UI_20160224_002054	#一般：/ sの発言{nl}呼出し：/ y発言{nl}パーティー：/ pの発言{nl}ささやき：/ wチーム名の発言{nl}返信：/ r発言{nl} {nl} Tabキーの切り替えが可能
UI_20160224_002055	#{@59}を閉じる{/}
UI_20160224_002056	#挑戦
UI_20160224_002057	#進行するかどうかを選択してください
UI_20160224_002058	#{@st63_yellow}放棄：{/}
UI_20160224_002059	#補償を獲得して退場します。
UI_20160224_002060	#{@st63_yellow}挑戦：{/}
UI_20160224_002061	#次の階に移動
UI_20160224_002062	#{@st43}アーティファクト輸入商{/}
UI_20160224_002063	#{@st59}アーティファクト輸入商を閉じます{/}
UI_20160224_002064	#{@st59b}アイテム交換{nl} {@st59s}  - 大地の塔でアイテムを入手して交換可能{nl}  - アイテムの材料をスロットに入れた後、交換を実行{nl} {/}
UI_20160224_002065	#層
UI_20160224_002066	#{@st59}キューブ獲得ウィンドウを閉じます。{/}
UI_20160224_002067	#{@st59}アクセサリーを掲載して{/}
UI_20160224_002068	#{@st66b}シルバーを使用して、1回より開くことができます。 {/}
UI_20160224_002069	#{@st66b}トークン利点適用時2回まで可能です。{/}
UI_20160224_002070	#{@st41b}回数を使い果たしました。{/}
UI_20160224_002071	#{@st66b}基本情報
UI_20160224_002072	#{@st66b}プロパティ
UI_20160224_002073	#ギルドマスターがギルドイベントの参加者を募集しています。
UI_20160224_002074	#{@st63_yellow}人数：{/}
UI_20160224_002075	#{@st63}%s人の参加(ログイン%s衝突){/}
UI_20160224_002076	#{@st63_yellow}の場所：{/}
UI_20160224_002077	#コバルトの森
UI_20160224_002078	#{@st63_yellow}目標：{/}
UI_20160224_002079	#{@st43}ギルドLv。 %s {/}
UI_20160224_002080	#{@st66b}成長とランク
UI_20160224_002081	#{@st66b}ギルド特性
UI_20160224_002082	#ギルドボックス
UI_20160224_002083	#{@st59}ギルドボックスを閉じます{/}
UI_20160224_002084	#*このアイテムはギルドマスターがギルドに譲渡することができ、そのアイテムは、{nl}受領したギルドに帰属します。{nl} *アイテムは、メッセージボックスから受領することができます。
UI_20160224_002085	#{@st41b}エンチャント
UI_20160224_002086	#{@st41b}魔法付与スクロール{/}
UI_20160224_002087	#{@st59}魔法付与スクロールウィンドウを閉じます。{/}
UI_20160224_002088	#{@st66b}魔法付与スクロール1個消費されます。{/}
UI_20160224_002089	#{@st42b}現在のスクロール保有数：%s個{/}
UI_20160224_002090	#{@st66b}依頼小{/}
UI_20160224_002091	#{@st66b}サイラス修道院{/}
UI_20160224_002092	#{@st66b}大地の塔{/}
UI_20160224_002093	#{@st59b}インスタンスダンジョン{nl} {@st59s}独立したインスタンスゾーンで目標を達成するためにパーティー単位で進行するコンテンツです。{nl}の立場にパーティーを構成して挑戦したり、自動的にパーティーを探して挑戦することができます。 {nl}  - ダンジョン：各レベル帯のゾーンでダンジョン入場NPCを通じて入場{nl}  - 依頼小ミッション：フェディミアン傭兵依頼小受付を通じて入場{nl}  - サイラス修道院ミッション：買うラス修道院で修道女ラサを通じて入場{nl} {/}
UI_20160224_002094	#{@st59}インスタンスダンジョンを閉じます{/}
UI_20160224_002095	#{@st59}の表示/見えない{/}
UI_20160224_002096	#{@st45tw2}待ち時間{/}
UI_20160224_002097	#入札
UI_20160224_002098	#残りの入札時間
UI_20160224_002099	#アイテムサイコロ
UI_20160224_002100	#{@st42}%sの利益{/}
UI_20160224_002101	#使用したアイテムは、インベントリから消えて{nl}全体%sが初期化されます。{/}
